0.00	2898905.946
0.00	1779564.518
0.00	1428789.54
0.00	1147706.792
0.00	911201.8959
0.00	712799.978
0.01	608352.3192
0.01	528534.2073
0.01	493265.7117
0.01	424586.681
0.01	372165.9874
0.01	332224.6932
0.02	323357.1586
0.02	265689.5918
0.02	264938.043
0.02	237561.4097
0.02	235986.6222
0.02	203969.6421
0.02	228996.8874
0.02	185200.8304
0.03	177641.8429
0.03	157859.5102
0.03	156690.3254
0.03	128523.5823
0.03	124014.5853
0.03	115752.5552
0.04	112708.7766
0.04	95219.7315
0.04	103041.3108
0.05	88188.26885
0.05	89328.14241
0.05	77056.88751
0.05	84772.76496
0.06	71955.37168
0.06	74724.75438
0.06	71262.21206
0.07	67438.32872
0.07	62237.12027
0.07	61076.35386
0.08	56854.87892
0.08	51333.31056
0.09	50229.60593
0.09	56068.99254
0.10	55627.29769
0.10	52887.34283
0.11	53164.62274
0.11	49445.09892
0.12	52930.90056
0.12	47455.78077
0.13	48601.31625
0.13	41776.61048
0.14	37961.02213
0.14	44555.61104
0.15	41316.91352
0.15	37350.23888
0.16	36699.28374
0.17	37911.41604
0.17	36628.3273
0.18	31878.33789
0.19	35214.47732
0.19	38115.5768
0.20	32138.00876
0.21	34269.92428
0.22	31175.81568
0.22	32214.99101
0.23	31152.7447
0.24	31146.7911
0.25	32082.69971
0.25	32095.86167
0.26	28439.90272
0.27	30811.73232
0.28	31029.1485
0.28	31740.89605
0.29	27951.02679
0.30	28727.85473
0.31	27965.15419
0.32	27542.20269
0.33	27908.37746
0.54	25771.13444
0.55	27140.08977
0.56	28034.40203
0.56	25408.638
0.57	24937.72028
0.58	25291.70389
0.59	24623.80877
0.60	25559.91156
0.61	23455.86812
0.62	22210.3194
0.63	24287.2756
0.64	21507.09306
0.65	21856.59118
0.67	21170.42394
0.68	23425.96693
0.69	23122.13002
0.70	21850.80735
0.71	22356.98974
0.72	20920.98329
0.73	20635.39988
0.74	21164.49117
0.75	20767.49068
0.76	19657.37561
0.78	20283.58785
0.79	19372.59904
0.80	19592.31322
0.81	19714.8872
0.82	18728.51996
0.84	17683.08648
0.85	17923.26908
0.86	16775.47982
0.88	17679.51381
0.89	17373.26203
0.90	18276.14886
0.92	18417.75268
0.93	16637.96593
0.95	17023.33181
0.96	15567.05844
0.98	14864.03766
0.99	16113.50701
1.01	15383.80995
1.02	16748.98454
1.03	19570.5678
1.04	18896.08292
1.06	20006.46879
1.07	19130.73065
1.08	18120.00651
1.09	17823.90566
1.11	18948.92457
1.12	18517.81069
1.13	18529.06396
1.15	17853.92926
1.16	17292.01012
1.17	18394.15146
1.19	17509.09055
1.20	15401.19801
1.22	17435.76003
1.23	17494.67126
1.24	16486.34429
1.26	16571.72863
1.27	17677.10188
1.28	16039.38562
1.30	16364.75455
1.31	16295.79938
1.33	16227.71144
1.34	16375.90546
1.36	17459.0348
1.37	16680.42856
1.38	16412.82615
1.40	16006.6786
1.41	15385.09355
1.43	15550.67766
1.45	15175.65078
1.46	15072.22717
1.48	15864.75197
1.49	15265.50173
1.51	15293.31815
1.52	15568.97668
1.54	15215.09825
1.55	14034.16461
1.57	14065.63273
1.59	14299.12089
1.60	14667.72951
1.62	14587.6545
1.63	14973.51208
1.65	14575.28994
1.67	14265.77368
1.68	14938.5295
1.70	14275.50621
1.72	12846.52535
1.73	14848.70231
1.75	14425.38832
1.77	13363.2058
1.78	14212.77937
1.80	13543.44546
1.82	12970.26781
1.84	13415.1186
1.85	13972.74647
1.87	12695.97329
1.89	13031.23503
1.91	12618.4516
1.93	13057.23641
1.94	13488.49082
1.96	13262.53542
1.98	12951.4433
2.00	11734.9127
2.02	12238.18077
2.04	12689.45941
2.06	13402.29006
2.07	12802.55335
2.09	12097.69069
2.11	12125.9877
2.13	12150.98375
2.15	11077.51957
2.17	11687.32242
2.19	12056.50384
2.21	11651.50322
2.23	12059.01105
2.25	11704.56248
2.27	11205.92096
2.29	11990.67526
2.31	12584.86813
2.33	11422.82205
2.35	12311.14373
2.37	11976.09635
2.39	11199.22129
2.41	11285.1667
2.43	11302.94447
2.45	11677.7467
2.47	11603.3151
2.50	10607.27377
2.52	10710.30511
2.54	10674.24697
2.56	10389.36764
2.59	10398.33915
2.61	10591.99397
2.63	11021.51996
2.65	10963.01144
2.67	10319.68923
2.69	11329.0351
2.72	10458.66623
2.74	10432.48146
2.76	10769.06146
2.78	10150.80522
2.81	10308.09529
2.83	9891.754524
2.85	10184.57027
2.88	10273.13257
2.90	9916.33086
2.92	10156.47474
2.95	10399.27884
2.97	10502.79742
2.99	9769.773002
3.02	9558.996165
3.04	10518.75955
3.06	10237.17659
3.08	10345.6578
3.11	10151.46484
3.13	10128.78941
3.15	9412.391273
3.18	9708.161492
3.20	9938.574111
3.23	9204.773993
3.25	9434.2929
3.28	10282.05737
3.30	9891.432312
3.33	8895.968613
3.35	9882.073925
3.38	9101.296326
3.40	10027.62134
3.42	9320.740141
3.45	9342.357506
3.47	9545.498634
3.50	9382.747266
3.52	9163.656429
3.55	9206.848718
3.57	9334.877777
3.60	9153.273049
3.63	9239.288495
3.65	8913.542914
3.68	8976.023085
3.70	9032.499568
3.73	9037.36675
3.76	8478.070825
3.78	8887.433494
3.81	8765.169014
3.84	9321.479645
3.86	8727.920458
3.89	8886.909282
3.92	8507.848257
3.94	8685.234653
3.97	8820.422175
4.00	8257.219112
4.03	8516.259391
4.05	8667.329611
4.08	8569.441829
4.11	8347.236581
4.14	8852.610454
4.16	8683.758149
4.19	8433.162719
4.22	9001.362766
4.25	7924.761381
4.27	8305.905511
4.30	8294.208652
4.33	8006.72544
4.36	8332.715989
4.39	8207.748062
4.42	8161.225762
4.45	7925.550266
4.48	8111.327759
4.50	8469.341622
4.53	7859.208362
4.56	8325.458253
4.59	7918.363367
4.62	7830.601084
4.65	8141.68785
4.68	8292.422534
4.71	7491.840374
4.74	7988.430826
4.77	8131.938729
4.80	7857.901427
4.83	7746.667274
4.86	7695.218051
4.89	8256.985705
4.92	7914.361692
4.95	7538.371751
4.98	7656.079063
5.01	7264.857804
5.04	7688.055046
5.07	7385.630378
5.11	7310.234766
5.14	7403.108998
5.17	7480.083275
5.20	7318.137098
5.23	7506.488617
5.27	6732.124157
5.30	7527.870564
5.33	7549.379932
5.36	7691.014623
5.39	7520.696417
5.42	7515.577873
5.45	7618.059366
5.48	7417.815841
5.51	7618.558604
5.54	7764.428574
5.57	7501.506639
5.61	7058.755593
5.64	7151.35647
5.67	7111.528849
5.71	7372.098115
5.74	7305.140699
5.77	7185.472937
5.80	6891.106543
5.84	7038.142917
5.87	7221.925165
5.90	6960.733145
5.94	7016.167742
5.97	7342.184034
6.00	7430.725562
6.04	6507.827728
6.07	6820.453571
6.11	6512.586497
6.14	7171.912575
6.17	6641.605571
6.21	5903.804217
6.25	6155.658363
6.29	6890.221058
6.32	6381.547335
6.36	6075.552002
6.40	6967.867117
6.43	6732.428444
6.47	6479.972933
6.50	6925.486291
6.54	6867.140916
6.57	6794.766046
6.60	6549.466767
6.64	6696.275116
6.67	6686.533936
6.71	6452.389965
6.75	6737.458583
6.78	6567.023976
6.82	6139.942886
6.86	6759.273907
6.89	6882.564647
6.93	6438.46896
6.96	6099.559542
7.00	6126.03357
7.04	6379.132245
7.08	6381.824932
7.11	6143.537545
7.15	6117.086093
7.19	6271.614977
7.22	6594.552147
7.26	6303.392097
7.30	5722.958721
7.34	6298.742996
7.38	5841.056413
7.42	5923.699825
7.47	4920.324903
7.50	6952.613258
7.54	6214.141785
7.59	4738.149169
7.63	6400.913268
7.67	6128.732907
7.70	6457.715715
7.75	4599.54015
7.79	5878.219015
7.83	5939.170555
7.87	6233.740924
7.91	5883.650622
7.95	5771.829449
7.99	5796.933986
8.03	6502.980783
8.06	6217.840995
8.10	5988.621196
8.14	5668.636345
8.19	5743.98907
8.22	6217.275488
8.26	5874.573282
8.30	5853.906153
8.34	5734.239155
8.38	5851.178478
8.43	5700.415815
8.47	5839.313526
8.51	5599.999267
8.55	5879.269133
8.59	5705.140519
8.63	5826.320773
8.67	5723.449412
8.71	5538.185513
8.75	5723.911726
8.80	5059.781585
8.85	5246.737357
8.89	5078.798051
8.94	4930.73785
8.99	5012.435759
9.03	5152.19766
9.08	5325.544004
9.12	5414.756373
9.16	5950.694717
9.20	5290.841832
9.24	5843.656304
9.28	5665.057568
9.33	5619.424306
9.37	5438.579996
9.41	5650.612437
9.45	5457.213888
9.49	5833.626247
9.54	5090.310209
9.58	6168.171464
9.62	5708.949206
9.66	5638.276896
9.70	5462.6158
9.74	5977.800528
9.78	5530.373858
9.83	5424.640639
9.87	5215.845869
9.91	5800.690365
9.96	5601.47202
10.00	5506.769556
10.04	5761.875664
10.08	5500.803746
10.12	5507.585379
10.16	5834.789436
10.20	5644.584355
10.25	5557.946005
10.29	5533.589872
10.33	5774.541058
10.37	5462.955816
10.42	5205.588579
10.46	5282.806746
10.51	5473.763425
10.55	5085.7723
10.60	5402.080746
10.64	5289.72154
10.68	5390.3728
10.73	4852.532472
10.77	5548.864639
10.82	5660.86679
10.86	5329.272274
10.90	5377.038309
10.94	5699.534949
10.99	5513.005977
11.03	5473.031065
11.07	5744.533333
11.11	5420.896969
11.16	5462.37468
11.20	5408.278052
11.24	5491.862324
11.29	5032.138847
11.34	4864.093719
11.38	5330.288702
11.42	5265.886608
11.47	4985.918465
11.52	5089.284557
11.56	5044.91767
11.61	5273.129292
11.65	5135.723779
11.70	5398.377781
11.76	3863.665287
11.80	4989.12581
11.85	5511.613328
11.89	5176.645899
11.94	5195.217844
11.98	4951.672636
12.03	5089.09895
12.08	5137.434957
12.12	5449.767415
12.17	4954.963777
12.21	5255.493286
12.26	4930.522968
12.31	4759.440971
12.36	4881.227692
12.40	5048.069368
12.45	4592.407336
12.50	5077.288629
12.55	5010.133529
12.59	5073.255384
12.64	4991.69738
12.69	5002.151655
12.73	5044.303295
12.78	5091.473876
12.83	4681.661279
12.87	5200.892222
12.92	5071.863554
12.97	4946.303727
13.01	4917.789843
13.06	4902.963326
13.11	5125.799012
13.15	5135.076521
13.20	5110.43961
13.24	5497.930954
13.29	4831.709338
13.34	4785.850315
13.39	4841.597563
13.44	4849.781026
13.48	4909.950043
13.53	4995.1317
13.58	4526.964629
13.63	4762.47771
13.68	4839.598313
13.73	4908.887372
13.78	4717.31786
13.83	4827.443791
13.88	4703.748921
13.92	4939.371542
13.97	5059.130993
14.02	4919.373437
14.07	4855.913517
14.11	5301.84741
14.16	4364.715334
14.21	5146.259433
14.26	4657.386409
14.31	4707.542999
14.35	5124.840303
14.41	4511.012637
14.45	4998.958144
14.50	4655.650144
14.55	4623.812537
14.60	4855.647442
14.65	4796.898691
14.70	4751.04075
14.75	4649.006405
14.80	4754.565565
14.85	4738.74988
14.90	4688.794599
14.95	5045.200927
15.00	4876.913293
15.05	4520.57706
15.10	4889.381399
15.15	4288.659441
15.20	4869.912145
15.25	4826.571504
15.30	4829.024237
15.35	4676.142248
15.40	4560.605078
15.45	4827.955883
15.50	4623.424798
15.55	4616.038811
15.60	4368.584369
15.65	4663.086914
15.70	4781.854273
15.75	4717.201706
15.80	4473.969416
15.85	4669.359223
15.90	4976.46316
15.95	4717.16691
16.00	4861.643379
16.05	4544.537284
16.10	4797.972224
16.14	4968.757668
16.20	4387.797531
16.25	4711.546398
16.30	4729.516853
16.34	5025.337117
16.39	4601.237555
16.44	4702.375389
16.49	4996.57765
16.54	4507.913252
16.59	4680.643889
16.65	4369.773599
16.70	4752.090637
16.75	4321.583452
16.80	4412.170475
16.86	4600.309463
16.90	4762.336182
16.96	4598.926269
17.01	4502.307305
17.06	4525.176818
17.11	4406.975558
17.16	4528.974693
17.22	4277.280703
17.27	4603.934104
17.32	4422.422617
17.38	4384.273149
17.46	2803.476265
17.51	4603.095422
17.56	4575.732199
17.62	4388.886084
17.67	4176.918713
17.72	4534.548318
17.78	4138.884986
